id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural
269;sofia;18;f;santa marta;las basuras no se recogen a tiempo;seguridad;no urgente;2023 12 01;1;0;0
270;camilo;79;f;cucuta;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 12 31;0;1;0
271;pedro;23;otro;medellin;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 02 24;1;0;0
272;ana;23;m;cartagena;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 05 07;1;0;1
273;maria;32;m;cucuta;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 04 09;0;0;0
274;valentina;52;m;pereira;nan;educacion;no urgente;2024 02 17;0;0;0
275;ana;15;f;medellin;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 10 05;1;0;0
276;laura;36;f;pereira;no hay suficientes escuelas publicas;seguridad;no urgente;2024 09 24;0;1;1
277;juan;79;f;cucuta;queremos mas presencia policial;seguridad;no urgente;2023 07 08;0;0;1
278;maria;58;f;cucuta;faltan medicos en el centro de salud;medio ambiente;urgente;2023 08 01;0;1;1
279;carlos;46;f;cartagena;la contaminacion del rio esta aumentando;seguridad;urgente;2024 02 26;1;1;1
280;camilo;41;m;cali;hay problemas con la recoleccion de basura;salud;urgente;2024 07 28;0;1;0
281;carlos;56;otro;manizales;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 03 21;1;0;0
282;laura;22;f;cucuta;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 06 20;1;0;0
283;maria;59;otro;bucaramanga;no hay suficientes escuelas publicas;salud;no urgente;2023 06 14;0;1;1
284;ana;21;f;manizales;hay problemas con la recoleccion de basura;educacion;urgente;2024 11 28;1;1;0
285;camilo;51;f;bucaramanga;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 02 04;1;1;0
286;laura;17;otro;bogota;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 01 30;0;1;0
287;sofia;47;f;pereira;la contaminacion del rio esta aumentando;educacion;no urgente;2024 11 14;0;0;0
288;camilo;46;f;bucaramanga;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 04 24;1;0;0
289;ana;57;f;cali;necesitamos mas acceso a internet en la zona;salud;urgente;2024 08 14;1;0;1
290;sofia;58;f;santa marta;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 05 20;1;1;1
291;pedro;67;m;cartagena;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 08 15;1;0;1
292;carlos;20;m;cali;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 03 07;0;1;0
293;camilo;29;f;manizales;falta agua potable en varias casas;salud;no urgente;2024 11 02;0;0;0
294;ana;22;f;pereira;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 08 19;1;1;0
295;sofia;29;f;bogota;falta agua potable en varias casas;seguridad;no urgente;2023 07 24;0;0;1
296;ana;17;f;barranquilla;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 01 09;1;0;0
297;ana;26;m;cucuta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 04 29;1;1;0
298;valentina;38;m;cartagena;queremos mas presencia policial;educacion;no urgente;2024 01 13;0;1;1
299;jorge;27;nan;cali;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 07 26;1;0;0
300;jorge;25;m;medellin;la contaminacion del rio esta aumentando;seguridad;urgente;2024 02 07;0;1;1
301;maria;35;nan;santa marta;nan;salud;no urgente;2024 05 16;0;0;1
302;pedro;;otro;cartagena;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 01 04;1;1;1
303;jorge;71;otro;cali;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 03 17;0;1;1
304;camilo;64;otro;bucaramanga;las basuras no se recogen a tiempo;educacion;urgente;2023 09 19;1;0;0
305;sofia;39;f;cali;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 02 16;0;0;0
306;ana;23;m;manizales;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 07 23;0;1;0
307;laura;38;m;barranquilla;hay problemas con la recoleccion de basura;seguridad;urgente;2024 03 25;0;0;0
308;ana;;otro;cucuta;la contaminacion del rio esta aumentando;educacion;urgente;2024 07 25;0;1;1
309;camilo;55;otro;bogota;nan;medio ambiente;urgente;2024 08 08;0;0;1
310;valentina;65;nan;manizales;no hay suficientes escuelas publicas;educacion;urgente;2023 03 27;0;1;0
311;ana;78;m;cucuta;queremos mas presencia policial;medio ambiente;urgente;2023 09 01;0;1;0
312;valentina;65;f;santa marta;queremos mas presencia policial;salud;urgente;2023 06 11;0;1;1
313;maria;50;otro;manizales;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 09 22;0;1;1
314;valentina;60;m;barranquilla;queremos mas presencia policial;salud;no urgente;2024 08 07;1;0;0
315;juan;52;m;bogota;las basuras no se recogen a tiempo;educacion;no urgente;2023 10 21;0;0;1
316;juan;45;f;santa marta;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 04 28;1;0;0
317;camilo;72;m;pereira;hay problemas con la recoleccion de basura;educacion;no urgente;2023 04 08;0;1;1
318;pedro;19;m;barranquilla;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 10 23;1;1;0
319;maria;66;f;manizales;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 06 21;1;1;0
320;jorge;74;f;pereira;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 07 05;1;1;1
321;laura;77;f;bogota;hay problemas con la recoleccion de basura;salud;no urgente;2024 01 14;0;1;1
322;sofia;37;otro;cartagena;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 09 25;0;1;1
323;laura;18;m;medellin;nan;educacion;no urgente;2023 06 08;1;0;1
324;laura;69;m;cali;falta agua potable en varias casas;educacion;urgente;2023 04 09;1;0;0
325;laura;63;otro;santa marta;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 02 26;1;1;1
326;camilo;29;f;manizales;queremos mas presencia policial;seguridad;no urgente;2023 10 15;1;1;1
327;juan;16;f;pereira;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 08 26;0;0;0
328;ana;62;f;bucaramanga;queremos mas presencia policial;educacion;no urgente;2023 07 28;0;0;1
329;maria;17;f;barranquilla;las basuras no se recogen a tiempo;salud;urgente;2024 04 02;0;0;0
330;maria;54;otro;bogota;faltan medicos en el centro de salud;medio ambiente;urgente;2023 12 10;0;1;0
331;jorge;58;m;bucaramanga;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 01 29;0;0;1
332;juan;64;m;medellin;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 03 26;0;0;0
333;jorge;;nan;cartagena;queremos mas presencia policial;salud;no urgente;2024 05 13;1;0;1
334;camilo;62;otro;cali;nan;medio ambiente;urgente;2023 08 19;1;1;1
335;sofia;71;f;cali;queremos mas presencia policial;educacion;no urgente;2024 06 14;1;0;1
336;valentina;52;m;manizales;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 07 21;0;1;1
337;ana;48;m;pereira;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 04 09;1;1;1
338;juan;23;f;manizales;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 09 28;0;1;1
339;maria;29;f;medellin;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2023 03 04;0;0;0
340;jorge;;f;cartagena;faltan medicos en el centro de salud;medio ambiente;urgente;2023 05 02;0;0;1
341;carlos;50;f;cucuta;las basuras no se recogen a tiempo;salud;no urgente;2023 08 20;1;1;1
342;valentina;19;otro;cucuta;no hay suficientes escuelas publicas;educacion;no urgente;2024 10 15;1;1;1
343;jorge;65;otro;bogota;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 11 03;0;1;1
344;pedro;71;otro;medellin;no hay suficientes escuelas publicas;salud;no urgente;2023 12 14;1;1;0
345;juan;61;m;cucuta;queremos mas presencia policial;seguridad;no urgente;2023 09 30;1;1;1
346;maria;20;nan;cucuta;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 10 27;1;1;0
347;carlos;62;otro;cucuta;falta agua potable en varias casas;seguridad;no urgente;2023 10 09;1;1;1
348;juan;76;m;cali;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 09 23;0;0;1
349;camilo;73;m;nan;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 07 23;1;1;0
350;valentina;47;m;cartagena;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 11 04;1;1;1
351;jorge;27;otro;medellin;queremos mas presencia policial;educacion;urgente;2023 08 28;0;0;0
352;laura;45;m;barranquilla;falta agua potable en varias casas;medio ambiente;urgente;2024 05 06;1;0;0
353;maria;65;otro;manizales;las basuras no se recogen a tiempo;salud;no urgente;2024 08 26;0;1;1
354;valentina;29;f;bogota;queremos mas presencia policial;salud;urgente;2024 05 18;1;0;1
355;juan;44;m;cucuta;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 01 01;0;0;1
356;valentina;62;m;bogota;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 06 21;0;1;0
357;carlos;;otro;barranquilla;nan;medio ambiente;urgente;2024 11 08;1;1;1
358;pedro;18;f;cali;queremos mas presencia policial;salud;urgente;2023 04 06;1;1;1
359;juan;58;otro;barranquilla;falta agua potable en varias casas;seguridad;no urgente;2024 07 17;0;0;1
360;jorge;39;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 04 22;1;1;1
361;juan;69;otro;cali;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 10 07;1;0;1
362;jorge;28;f;bogota;falta agua potable en varias casas;educacion;no urgente;2024 08 19;1;0;0
363;maria;75;otro;pereira;las basuras no se recogen a tiempo;educacion;no urgente;2023 12 23;1;0;0
364;carlos;30;m;cartagena;hay problemas con la recoleccion de basura;salud;urgente;2023 12 05;0;0;0
365;ana;30;nan;nan;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 09 22;1;0;1
366;sofia;52;f;pereira;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 11 05;1;1;1
367;maria;69;m;santa marta;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 01 12;0;1;0
368;ana;75;m;cartagena;hay problemas con la recoleccion de basura;educacion;urgente;2024 05 19;0;1;1
369;ana;18;m;bucaramanga;falta agua potable en varias casas;educacion;no urgente;2024 01 07;1;0;0
370;camilo;41;m;bogota;queremos mas presencia policial;seguridad;no urgente;2024 09 08;1;1;0
371;maria;24;otro;bucaramanga;hay problemas con la recoleccion de basura;seguridad;urgente;2024 06 07;0;0;0
372;maria;18;m;bogota;hay problemas con la recoleccion de basura;salud;urgente;2024 05 28;0;0;1
373;carlos;67;f;manizales;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 10 24;1;0;1
374;carlos;51;f;manizales;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 06 02;0;0;1
375;maria;22;m;cartagena;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 01 02;0;1;0
376;camilo;;m;bogota;falta agua potable en varias casas;medio ambiente;no urgente;2023 01 18;1;0;0
377;juan;32;m;medellin;queremos mas presencia policial;educacion;urgente;2024 03 30;0;0;1
378;juan;43;otro;barranquilla;la contaminacion del rio esta aumentando;salud;urgente;2023 01 18;1;0;1
379;juan;20;otro;cali;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2023 12 01;1;0;1
380;ana;43;otro;manizales;queremos mas presencia policial;educacion;urgente;2024 07 19;1;0;0
381;pedro;59;otro;cartagena;no hay suficientes escuelas publicas;educacion;no urgente;2024 09 03;0;1;0
382;laura;62;f;barranquilla;faltan medicos en el centro de salud;salud;no urgente;2023 10 02;1;0;1
383;jorge;52;m;cali;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 04 07;0;0;1
384;juan;77;f;santa marta;la contaminacion del rio esta aumentando;salud;urgente;2024 08 16;0;1;0
385;maria;53;f;santa marta;las basuras no se recogen a tiempo;salud;urgente;2023 04 18;0;1;0
386;camilo;31;otro;medellin;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2024 06 19;0;0;1
387;sofia;37;m;barranquilla;faltan medicos en el centro de salud;salud;urgente;2023 11 06;0;1;0
388;carlos;32;m;barranquilla;la contaminacion del rio esta aumentando;seguridad;urgente;2024 05 09;1;1;0
389;sofia;76;m;cucuta;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 10 19;1;1;0
390;jorge;46;otro;bucaramanga;la contaminacion del rio esta aumentando;educacion;urgente;2023 12 04;1;1;1
391;laura;65;f;bogota;no hay suficientes escuelas publicas;educacion;urgente;2023 01 08;1;1;1
392;pedro;23;nan;medellin;queremos mas presencia policial;medio ambiente;urgente;2023 06 02;0;0;0
393;juan;57;otro;bucaramanga;falta agua potable en varias casas;salud;urgente;2023 04 25;1;1;0
394;juan;21;m;barranquilla;la contaminacion del rio esta aumentando;salud;no urgente;2023 12 06;0;1;1
395;maria;59;otro;cali;las calles estan muy oscuras y peligrosas;salud;urgente;2023 09 07;1;0;1
396;camilo;33;otro;cucuta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 12 05;0;1;1
397;juan;45;otro;pereira;no hay suficientes escuelas publicas;seguridad;urgente;2024 08 17;1;1;0
398;pedro;66;otro;bucaramanga;queremos mas presencia policial;salud;urgente;2023 02 11;0;0;1
399;juan;43;f;pereira;queremos mas presencia policial;educacion;no urgente;2024 04 11;0;0;0
400;maria;61;m;cucuta;nan;seguridad;no urgente;2023 12 18;0;1;0
401;laura;78;otro;pereira;las basuras no se recogen a tiempo;seguridad;no urgente;2023 07 09;1;1;1
402;ana;49;m;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 11 07;1;1;0
403;pedro;;m;medellin;hay problemas con la recoleccion de basura;seguridad;urgente;2024 10 31;0;0;1
404;camilo;41;m;barranquilla;hay problemas con la recoleccion de basura;educacion;urgente;2023 07 17;0;1;0
405;ana;39;otro;cartagena;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 05 14;0;0;0
406;carlos;51;m;cartagena;nan;medio ambiente;urgente;2024 04 20;1;1;1
407;pedro;17;otro;pereira;las basuras no se recogen a tiempo;educacion;no urgente;2024 02 24;0;0;1
408;juan;25;f;cartagena;nan;medio ambiente;urgente;2023 11 18;0;0;0
409;pedro;60;m;manizales;nan;seguridad;urgente;2023 10 09;0;0;0
410;camilo;52;m;manizales;queremos mas presencia policial;medio ambiente;no urgente;2024 03 29;0;1;1
411;camilo;43;f;medellin;queremos mas presencia policial;medio ambiente;urgente;2023 04 29;1;0;0
412;camilo;59;m;cucuta;falta agua potable en varias casas;salud;no urgente;2023 06 13;1;1;0
413;laura;45;m;cali;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 07 01;0;0;0
414;pedro;52;otro;manizales;nan;salud;no urgente;2024 07 09;1;0;1
415;ana;32;f;bogota;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 11 03;1;0;1
416;carlos;18;f;cali;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 07 30;1;1;0
417;juan;33;otro;cucuta;las basuras no se recogen a tiempo;educacion;no urgente;2024 02 06;0;1;0
418;camilo;69;m;barranquilla;queremos mas presencia policial;seguridad;urgente;2023 10 08;0;0;1
419;juan;20;f;cartagena;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 09 19;0;1;0
420;carlos;43;f;cucuta;falta agua potable en varias casas;salud;no urgente;2023 09 20;1;1;0
421;pedro;42;otro;barranquilla;faltan medicos en el centro de salud;educacion;urgente;2023 04 13;1;1;1
422;maria;36;m;bucaramanga;faltan medicos en el centro de salud;salud;urgente;2023 05 11;0;1;1
423;carlos;59;m;cucuta;nan;medio ambiente;urgente;2023 10 30;0;1;0
424;camilo;53;otro;cali;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 10 12;1;0;0
425;camilo;64;otro;cucuta;las basuras no se recogen a tiempo;seguridad;urgente;2023 11 10;0;1;0
426;camilo;50;otro;cartagena;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 08 14;1;0;0
427;pedro;43;m;santa marta;hay problemas con la recoleccion de basura;educacion;urgente;2024 07 12;0;0;1
428;laura;17;f;bogota;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 03 03;1;1;0
429;valentina;64;m;bogota;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 10 06;1;1;0
430;sofia;69;f;santa marta;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 09 01;1;1;0
431;sofia;26;f;cali;hay problemas con la recoleccion de basura;salud;urgente;2023 09 26;0;1;0
432;sofia;62;otro;cucuta;falta agua potable en varias casas;medio ambiente;no urgente;2023 05 07;0;0;0
433;carlos;31;f;barranquilla;queremos mas presencia policial;salud;no urgente;2024 07 01;0;1;1
434;carlos;66;m;medellin;falta agua potable en varias casas;seguridad;no urgente;2024 07 26;0;1;1
435;sofia;68;m;cartagena;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 03 19;1;0;0
436;pedro;77;f;barranquilla;faltan medicos en el centro de salud;educacion;urgente;2023 08 02;1;0;1
437;maria;22;m;barranquilla;queremos mas presencia policial;salud;no urgente;2023 03 20;0;1;0
438;maria;48;m;cartagena;las calles estan muy oscuras y peligrosas;salud;urgente;2024 09 07;0;0;0
439;valentina;53;m;cucuta;queremos mas presencia policial;seguridad;urgente;2024 02 14;0;0;1
440;juan;43;m;bogota;faltan medicos en el centro de salud;salud;urgente;2023 03 28;1;0;1
441;valentina;25;otro;bogota;falta agua potable en varias casas;medio ambiente;no urgente;2024 08 20;0;1;1
442;ana;46;otro;medellin;queremos mas presencia policial;seguridad;no urgente;2023 08 19;1;0;1
443;ana;22;f;pereira;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 07 06;0;1;0
444;valentina;80;otro;cucuta;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 10 01;0;0;0
445;juan;44;otro;bogota;las basuras no se recogen a tiempo;salud;no urgente;2024 08 29;0;0;1
446;juan;17;m;santa marta;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 12 09;1;1;1
447;juan;74;otro;cucuta;falta agua potable en varias casas;salud;urgente;2023 01 25;1;1;1
448;carlos;61;f;barranquilla;falta agua potable en varias casas;salud;urgente;2024 06 28;0;0;0
449;juan;63;f;barranquilla;no hay suficientes escuelas publicas;medio ambiente;no urgente;2023 05 17;1;1;0
450;jorge;69;m;bogota;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 06 14;1;1;1
451;pedro;23;m;cali;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 03 09;1;0;1
452;pedro;48;f;bucaramanga;queremos mas presencia policial;medio ambiente;no urgente;2023 04 24;0;0;1
453;valentina;79;f;bucaramanga;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 01 02;1;0;0
454;jorge;51;f;barranquilla;faltan medicos en el centro de salud;seguridad;urgente;2023 04 18;0;1;0
